labels,text
"And a living will and durable power of attorney. This says you can make ""end of life"" decisions for me. As your friend, let's hope it doesn't come to that. 
Please sign. Did you sign this? There's a reciprocity clause.
You get to pull the plug on him, too. Well, that seems fair. Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",1
"Umm, listen there's something I think you should know. Oh, is this about you-you dating the nurse? Yeah, Joey already told me, and I am so-so fine. I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",1
"Am I correct in assuming that your attempt to be accepted by Penny's peers is based on your desire to ensure your continuing mating privileges with her? Well, I wouldn't put it exactly that way. How would you put it? Yeah, okay, like you said. Seems like an awful lot of trouble to go through for intercourse.",0
"Hey, you guys the water is great. You should really go in! Oh, uh, no thanks. I just had an M&M.",1
"Really, I, no, I think girls night out is a great idea. Okay, okay, bye So what are they doing? I don't know, something girlie.",0
"This man became my whole world. Yeah, nice speech, Francine. I'm not done, but thank you. I think back.... ...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.",0
"Yeah, I talked to you on the phone, I'm the lady that got stuck with the racecar bed. Look, it's like I told you, there's nothing I can do. You signed for it, Monica Velula Geller. All right, Jester man, look we wanna see the king. Nobody sees the king!",0
"Oh I am so nervous. Have you ever given an eulogy? You mean at a funeral? No Rose, at a pie eating contest.",1
Are you kidding me? Joey Joey Joey Joey! Did I wake you?,1
"Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered. You sure he is going to be able to crack that code?",1
"Okay, lets find these birds. Wait wait, you hear that? There are in the table? That can't be good We have to get them out of there how? Maybe we can lure them out, you know of any bird calls? Oh tons. I am quite the woodsman.",1
"Damn. Well, at least when we do make love, Sheldon won't be thinking about his mother. And yes, that is a cleverly veiled reference to Howard's lifelong obsession to crawl back into her spacious womb. Anyway, to this day, I still can't see a box of crayons without crossing my legs.",0
Thanks so much for helping me. Thank you so much for giving me the opportunity to help.,0
"It's nice that all the people who are lonely on Valentine's Day can come here tonight and be together. Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",1
"That's a great idea. I'm going to get him to sign a Batman as well. What is it about the word ""unique"" you don't understand? Damn, paper cut. Nothing worse than a paper cut. Well, obviously you don't remember your circumcision. There's Neosporin and Band-Aids in my top desk drawer. Why don't you keep that stuff in the bathroom?",0
"Red Zinger with one teaspoon of honey. Thank you.
Neat<i> Star Trek</i> mug. I actually have one of the phasers from the original TV show. Oh, cool.
How'd you get that? Oh, easy, Gene Roddenberry needed a vasectomy. Wait a minute.
You've snipped Gene Roddenberry's vas deferens? Yes. Wow, he really went where no man has gone before.",0
"Sophia was discharged, is she here? No, I haven't taken her out of the trunk of the car yet.",1
"Sarcasmholic yourself? No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health",1
"Hold that thought. Hello? How can I make this up to you? The answer's in this puzzle box. 
Let's see if you can open it. You could have at least warned him about the furniture. That's what I said when we moved it. You helped him?! No, Stuart picked out those throw pillows all on his own.",1
You wanna hear something that sucks. Do I ever. Chris says they're closing down the bar. No way!,0
"We clinked at the glasses, Stan gave me a toy smile and I winked at him And then I gulped down the champaigne in one go And it didn't go sdown smoothly Later Stan told me that he put my engagement ring in the bottom of the glass It turned up three days later. Where did it turn up Dorothy? On the home shopping network",1
"I just saw Danny getting on the subway with a girl and he had his arm around her. Oh, honey, I'm sorry. Well, you should be, this is all your fault! You meddled in our relationship!! You had no relationship!!",0
"Rachel, I have not missed one question the whole game. I own this game! Look at my hand. Why? Do you have the answers written on there? No! Steady as a rock! Now, are you with me. All right, let's do it.",0
"He doesn't need to be sarcastic. I mean, that was sarcasm wasn't it? Really?",1
"That's funny. Who are they? The blond woman is my ex-wife, and the woman touching her is her... close, personal friend. You mean they're lovers. If you wanna put a label on it.",1
"No, yeah! The groom cannot see the bride! I'm not gonna marry Chandler! Not after this! Okay, you guys, just relax.  I doooo.",0
"Oh, I'll go out and get you some. Really?! Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go? Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.",0
Just keep thinking about Ma and whose mother she really is. You worried she might be Gina's? No I am worried she might be Phir Resuda's,1
Listen it's kind of an emergency I guess you would know that or else we would be in a predicament room,1
"Shall I set this down someplace? No Rose, go to the corner and open a stand",1
Whoa! See Joe that's why your parents told you not to jump on your bed!,0
"Probably because I didn't read the instructions.
No wrapper's going to tell me what to do. Unless his name is Jay-Z. Is something going on? What do you mean? Well, you're acting all weird.
And I'm pretty weird, so I think I know what I'm talking about. I don't know. Maybe it's all those steroids I've been taking. I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.",1
"That's the rule. What rule? There's no rule, if anything, you owe me a table! How'd you get to that? Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",0
"You know what I knew something like this is gonna happen What are you doing? Chandler, you can't just go back a phase Yes you can. You're thinking about time, you can't go back in time.",0
"Okay, that-that's all for today. Oh, uh does anyone know where the Freeman building is? Yeah, it's the new building on Avenue A. I'm supposed to teach a graduate seminar there in ten minutes.",0
"Thank you for driving me back to my hotel. Oh,it's not a problem. I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",0
"And this from cry for help department, are you wearing makeup? Yes I am, as of today, I am official Joey Tribbiani actor slash model. That's so funny because you look more like Joey Tribbiani man slash woman.",1
Come on! Weā€™re not peeking?,0
"Someone in there? No, this is just part of a daredevil game that I play called wait until last moment before I burst and die",1
"But if someday you decide you want to get married, you have to propose to me. Really? Yes. It's all on you. But I got to tell you, when the time comes, I want the whole nine yards. I want you down on one knee, flowers.
I want to be swept off my feet. Yeah, you got it. And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.",0
"He can't go to space. He's like a baby bird. Do you know he once got an asthma attack from reading an old library book? You're kidding. No, I was there that day. Sheldon threw his back out handing him that book. I don't know what I'm going to do. I don't want to break up over this.",0
"The painting is a constant reminder that of the three of us, she is the least cool. Yeah, that's... that's what it is, so... You have such a good heart. Yeah... I try. Come on. Whoa, whoa, where are we going? We're going to go put this painting back up in your apartment. Well, what about Bernadette? Oh, screw her. She's just lucky we let her hang out with us.",0
"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me Raiders of the Lost Ark  for the first time. My apologies. I chose my words poorly.
I should have said you were about to have your world rocked on my couch. Anyway, thank you for watching it.
It's one of my all-time favorites. It was very entertaining... despite the glaring story problem.",1
Because I met somebody who would be perfect for you. Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.,1
"So, what should we talk about? Well, we could always learn more about why people who believe in psychics are idiots. Leonard? Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",1
"Do you really want him to write back? Yeah, I do. No matter how he responds, I am going to destroy him with a picture of a bored cat saying, ""Oh, really?"" Me-wow. I've, uh, created some other user accounts so I can post positive comments about their paper.",0
"So, what happens next? I can't tell you that.
But perhaps the killer dropped a fun and imaginative clue somewhere in the apartment. Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",1
"Yeah, I'm saying, it'd be easier to lift a car. What can I tell you? After I found the courage to put her pants back on, I was unstoppable. So, how is she? They're running tests-- I don't know. It may have been a heart attack or heart-attack-like event. What's the difference? A heart-attack-like event is an event that's like a heart attack.",1
"So Rachel called, wants to see me. Going over in a minute. Wow, what do you think she wants? Well, maybe the crazy fog has lifted and she realizes that life without me a sucks. Its possible, you are very lovable. I'd miss you if I broke up with you. Just trying to be supportive.",0
"Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess. Hi, Joey. Well well, look what you brought. Very nice.",0
"Oh, no! I can't! Hurry! 
We're running out of time! - Okay. Just do it! Oh, God!
One... two...
three! Trick or treat, bubbeleh. What?
(laughing) No. You mean this was all a ruse? Oh, how could I be so stu...",0
"We'll come back to that one. This brings us to the final item in our annual State of the Relationship Summit.
Item 29: Valentine's Day. Ah, the worst for last. Hmm. Classic Flakey. Before you get upset, I believe I've come up with a way for us to celebrate the occasion that we both can enjoy. People usually start a meeting with a joke, but you go ahead-- end with one.",0
"It's the big night! We wanted to wish you good luck! Yeah, yeah you have the ring? Yeah, right here in my pocket. Pheebs? Oh! Oop!",0
"I am sorry I think I can walk the rest of the way now just give me my boots. I don't have your boots Well I don't have them either, where are they? Well why don't you check in one of my saddle bags while I chew on a bale of hay.",1
"Was there ever any doubt? Momentarily. This is strictly off the record, but Dirk's nearly five years younger that I. In what Blanche, dog years?",1
"So theoretically we could download our thoughts and our memories into this computer... ... and live forever as a machine! That's so Janine, you-you-you know what, do you know we're doing right now? You and I, we're interfacing.",0
"Yes. Yes, thanks for letting me use your phone... and for saving my life. Well, goodbye Chandler. I had a great blackout.  See ya. Hi, um, I'm account number 7143457. And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",0
"Oh! Right. Umm, maybe that's because I didn't send him an invitation. Chandler! He's your father.  he should be at the wedding. I don't even know the man. Okay? We're not that close. I haven't seen him in years. Well what are you gonna do when he finds out he wasn't even asked?!",0
"Who? Dee, the sarcastic sister from What's Happening!! Guys, guess what guess what guess what. Uh, okay. The fifth dentist caved and not they're all recommending Trident?",1
"Joe? Yeah! Uh, you've had a lot of sex right? When? Today? Some, not a lot.",0
"Penny, I know you mean well, offering the skills of the hill folk, but, um, here in town, we don't churn our own butter, we don't make dresses out of gunny sacks, and, uh, we sure as shootin' don't get our hair cut by bottle-blonde... Sheldon, be nice. I'm sorry, it's the bad boy attitude that comes with this hair.",0
"So what'd you think? It was good. That's it? ""Good""? I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.",1
"the organism responsible for Michelob Lite. Is there something wrong with your neck? It's a little stiff. What a remarkably fragile structure to support such a valuable payload. Not unlike balancing a Faberge egg on a Pixie Stick. Have you considered massage? I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",1
"You gotta help me out here, you gotta set me up, you gotta get me back in the game. Well, that shouldn't be a problem. I mean I work in fashion and all I meet are eligible straight men. Pete, can I get you something else? Yeah, a slice of cheesecake and-and a date if you're given'  'em out.",0
My name's Scott and I am a sarcasmholic. Nooo. We thought you were just here for the company. He is a sarcasmoholic Stewart.,1
"Really?! Well, it's just like everyone else's apartment. It's got rooms, walls, and ceilings. Well, I just wanted to see where you lived. Now, give me the tour. Oh my God! Oh my God! Ah well, this is the living room.",0
"We've got uh, scarves, tulip post cards... Check this out? Huh?  Yeah. That's the stuff. What do you think? Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore. Well, I like it. Here you go.",0
"Hey you guys I'm gonna go out and take a walk. Phoebe, why is your bag moving? Oh, it's not! Seriously, it's moving!",0
"Hey Hey, where's the birthday girl? Oh she is still napping. Oh sure, she was probably up all night excited about the party she knows is happening.",1
"Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides. Pheebs, you may know this, you know strange things. What is the boiling point of brain?",1
"Hey Sheldon. Hello Penny. Get anything good? Just the latest copy of Applied Particle Physics quarterly. Oh, you know, that is so weird that yours came and mine didn't.",1
"Unlike you, I can actually talk to women when I'm sober. You fail to take into account that even mute, I am foreign and exotic, while you, on the other hand, are frail and pasty. You know the old saying, ""Pasty and frail never fail."" Excuse me, but what about me? Why don't I get a shot?",0
"like Mrs. Riley' s chicken. What's Mrs. Riley's chicken? A chicken that was owned by Mrs. Riley. Okay, forget the chicken. Well, I wish I could. No, no. You may be right about me and Leonard. Of course I'm right What are the odds I'd be wrong twice in one week? No, I mean, we can always go back to being friends.",0
"Okay, I am officially unpacked. Thanks for helping me man. Joey? Oh my god, you almost gave me a heart attack!",1
"Chandler, what are you doing? There is a trash can right there! I thought if I littered, that crying Indian might come by and save us.",1
"Hey, it's me. I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone. Hello. Look I never should have kissed your girlfriend, but I'm",0
"I don't know. But hey, I know we can decide. Okay, I'm gonna ask you questions and you answer real quick. Okay?",0
"Oh, oh, oh. Was he the one who made you eat your arm hair? No, but, actually, that was this guy's sister. All right, well, what do you think he wants? I don't know. You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there. I told you. That was a different guy. Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.",1
Could you want her more? Who? Dee. The sarcastic sister from What's Happening.,1
"So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked. I guess you'd know that, being one of the two of us, though, right?",1
"There are some charts in the back where I kept track of shape, color and consistency. Disgusting. No, what's disgusting is he's still keeping track. Why do you need all this stuff...? No, no, no, no... Sorry! I am glad you asked. Yeah, are you familiar with the Higgs boson? Of course, it is... it's been in the news. And it's a very famous boson.",0
"Here you go. Great. Come on in. What, you don't say thank you? It's my suitcase.
I lent it to you two years ago. Well, then, I should tell you I broke the wheel and the handle. So, is everyone from Bernadette's company going to Vegas? No, just me, her and a couple of the big wigs. It's part of a bonus she got.",0
"My God, she didn't! What could she possibly be talking about for so long? Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",1
"Will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best? I have three words for you: Wrath of Khan. Thank God, you're here. What's the emergency? I got the Mars Rover stuck in a ditch. Where? On a dusty highway just outside Bakersfield. Where do you think? On Mars!",1
You guys can pee standing up. We can? Ok I am trying that.,1
"Leonard, what do the two of you talk about after the coitus? My guess is, ""Hey, four minutes! New record!"" That's why I'm the funny one. Anyway, we followed the guy to this garage sale, and they had the coolest stuff. They were closing up. We got this whole box for 60 bucks. We didn't even get to go through it all. There could be anything in here. There a new girlfriend in there? 'Cause you might need one.",1
"Oh, unbelievable! We had the best time! Yay!! Oh so, you're not, you're not mad at us anymore? No! No!",0
"Enhh I've got canned goods. Hey, you guys! Take a look at this!  Check this baby out, dug me a hole! Excellent hole, Joe.",1
"Yeah, I know, it's my birthday. We all should be here. So, let's go. Well maybe, you know, maybe we should stay for one song. Yeah, I mean, it would be rude to them for us to leave now.",1
"Two week straight and she hasn't smoked since. So how did you guys meet? Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class. And he was my best student. Yes she was my best teacher. If that doesn't keep kids in school, what will?",1
I want grilled cheese. Do you think Penny will come here and take care of us?,0
"Glad you guys could make it. Of course. Wow, it looks really pretty in here. Yeah, turns out half a dozen menorahs really sets a mood.",1
"Yeah??? Oh... Okay, yes, we'll be right, we'll be right down. Thank you.",0
"Wrong. Leonard? Horse, but mostly just for the height. A little bit for the genital girth. Wrong, and let's keep it clean, shall we? Kangaroo, uh, I'd be Kanga-Jew. The first of my people to dunk a basketball. Also instead of just living in your mother's house, you could actually live inside her body.",1
No rose. Are you upset because Blanche is going to sell the house and we can't live together. No I am upset because Joe Piscapo didn't get the lead role in rain man.,1
"Oh. Please, right now, no, every time I see him it's like  'Is it on the lose?'  'Is it watching me?' We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff. He's right, even if it's to say something complementary.",0
"Or maybe she just doesn't want to talk. Look, I found an iPod! It's smashed beyond repair. What are you gonna do with it? What else? Sell it on eBay as ""slightly used.""",0
"It's one more thing in my life that's suddenly completely different. This is hard. Yeah I know. On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",0
I finally got to admit it to myself. I have got a sarcasm problem. Well scott I am sure we are all really really looking forward to hear your story.,1
"Thirty seconds all the questions we can answer You guys are dead, I am so good in lightning rounds. I majored in lightning rounds, alright! We are gonna destroy you! Wanna bet? I am so confused as to what we have been doing so far.",1
"Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket. Oh yeah? Joshua, give me a call sometime, guys like you never go out of style. Hey!",0
"to be a pharmaceutical sales rep. Maybe she can practice on you some time. Oh, it would be great to practice on a real doctor. Yeah. I'm sure that'd be fine. I have some odd freckles on my buttocks. Can I make an appointment for you to look at them? Um... okay, I guess. I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.",0
"Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves. Hot dog? Four, please. I'm really nervous. Thank you. So Ross, how umm, how did it go with Bonnie?",0
"Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor. Why, what's wrong with my bathroom floor? Nothing. It's just old and dingy, that's all.",0
"Whop, it is really coming down. Whats coming down? The liberarche marquee at Caesar's palace",1
"consider changing disciplines.
Yeah, to the humanities-- perhaps history. One of the advantages of teaching history is that you don't have to create things. You know, you just have to remember stuff that happened and then parrot it back. You could have fun with that. Yeah, that's not it. Stuart's kind of interested in Amy. Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",1
"Okay. Listen uh, could you put Kathy on, I wanna apologize. Oh yeah man.  Joey. Hey.",0
"Yeah, sure, come on in. Thanks. Want some mac and cheese? No. Lactose. Gas. Glass of wine? No. Sulfites. Migraines. Okay, well, I'd offer you Halloween candy, but that's gone. So, what's up? Okay, we used to go out, right? Oh, my God, that's where I know you from.",1
"of your subtropical girlfriend. Hey! That's my sister and my country you're talking about. Leonard may have defiled one, but I won't have you talking smack about the other. You guys ready to order? Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint. I don't understand. He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.",1
"Welcome back! Hey!  Can we pick up where we left off? I don't know, I'm still pretty tired out from this afternoon. Why?",0
"Take that! What's the matter? This granola bar has peanuts in it! Oh, my God. Why did you eat it? I don't know. It was just there! If I had a gun there, would you have shot yourself? Don't yell at me! I've got to go to the emergency room! - Now?! - No, after my tongue has swollen to the size of a brisket!",1
"Yeah, I mean I was up sick all night. Yeah me too, all night. Really?! How come we didn't cross paths? Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.",0
"Stuart: It's just my dad, probably calling to wish me a happy birthday. I'll call him back. You were saying? Look, Raj, be honest with me. If you want to end things, just do it. Don't expect me to do it for you. End things? I'm trying to tell you that I love you. Happy birthday to you. Wow, there's a Denny's in Vegas you can actually get married in. Wow, there's a Denny's in Vegas you can actually get married in.",0
Hey! That monkey has got a Ross on its ass!,1
"Hi! What are you doing here? Ah y'know, this building is on my paper route so I... Oh.",0
"it's-it's what my grant was designated for, and that everybody has to do things they don't want to do. He then gave an example of something he had to do, even though he didn't want to, which was look at my stupid face. That's a rude thing to say. Out loud. It's an outrage.
Honestly, I'm tempted to leave the university. You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.",1
"Hey, Chan. Can you help me out here, I promise I'll pay you back. Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.",1
"Anything? No. that was the last pudding cup. No! What about slim jims Thats what he used to eat his pudding, remember? Right. That was so good! Sweety and meaty at the same time.",0
"Rachel is one of my closest friends. Although, being the only one who knows anything about this does makes me feel special. Okay! Okay, stop-stop! Phoebe?! Hey Rach! What was that?!",0
"Hi. Hello. Oh, and a special hello to Leonard, who needs to be mentioned by name. Subtle. But you got it, right? Hey, guys. Hey. Hi. Hello. I just want everyone to know, uh, tonight's not a sad occasion. Yeah, we just want to have the kind of dinner that we've all had here so many times before.",0
"You owe me 20 bucks. Thank you. Thank you so much! Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns. Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",0
"It's probably a euphemism for urination. Sheldon, what is wrong with you? Not much. Although, I can be faulted for being overly fond of koala bears. I don't know what it is, when they smart munching on eucalyptus, I just melt inside. Okay, Amy just told you some exciting news, and you acted like it was no big deal. Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.",1
"When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful? I'm sorry man there is never a good time to have to .. Stop catching on fire.",1
"And I'm super smart, so it's probably true. Hey, I've been training in the field of neurobiology for 12 years. You've been here for three hours, and you've spent one of them in the bathroom. I'm sorry! It takes me a while to get things going on an unfamiliar toilet. Sheldon, I've given you the simplest things to do, and you haven't done one of them right. Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.",0
"Don't ""Sheldon"" me. We ordered for five people, not six. Oh, come on, it's fine. We'll just put it all on the table, you know, family style. Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?",1
"Hey, how are things going with your parents? Not great. They hired divorce attorneys. You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk. You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",1
"Was it my work? Were they mad? Was it Jack? Did he yell?! J-j-just relax, nobody yelled. Jack just was calling to make sure that you were feeling better. Thank God. Yeah, she's fired.",0
"You said, you wanna come in for some lemonade? So?! Whoa, ah!! We're you just gonna give me some lemonade? Yeah huh!! Cover yourself up!",0
Okay done Whats pleh? ThatÕs Help spelled backwards so that helicopters can read it from the air. Huh! Whats dufus speled backwards?,1
"Damn, tail pipe's not hot enough to light this. Relax ok? I can get this open, anybody got a coat hangar? Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.",1
"Well, you're amazing. Oh no-no-no. A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff? Well, y'know I'm 29. I mean who needs a savings account.",1
"Hey, you haven't been practising the routine have you? No! I was thkinking about maybe going into the Robot.",0
"I am.
Are you interested in physics? Oh, I find it fascinating. If I hadn't gone into microbiology, I probably would have gone into physics.
Or ice dancing. Actually, my tests of the Aharonov-Bohm quantum interference effect have reached an interesting point. Right now, we're testing the phase shift due to an electric potential. That's amazing. Yes. Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.",1
Do you really think you should be drinking right now? How else am I supposed to talk to the Human Resources lady? I don't know. Seek professional help? I did. The guy at the liquor store said this stuff tastes great in coffee.,0
"Can I help you? Uh-oh. Uh, y'know what, we're having second thoughts about our copying needs. And we'll need a little more time to think about it. Chloe, switch with me, there's some guys here that got a crush on you.",0
"Right. That's not true of all bars. Juice bars, for example. Oh! Good point, Amy.
Yeah, building on your premise, Leonard could frequent sushi bars, salad bars, oyster bars, the Apple Genius Bar... What are you doing? Keep going. I'm listening. That was rude. He does it all the time. He's a cornucopia of social awkwardness.",0
"Hey! Hey! What are you guys doing up? Oh, we wanted to finish the crossword before we went to bed. Hey, do you know a six-letter word for red?",0
I don't think I've eaten that much in my entire life. It's why my people wandered the desert for 40 years. Took that long to walk it off.,1
"Oh my! They're male nurses. Not in my head. Anyway, they want to take us out Saturday night! What do you say?",0
"I have a question. Umm, I used your pen to draw on my friend's face. A beard and a moustache. Thank you.",0
You must've had your hands full That I did. That I did. So let's talk a little bit about your duties. My duties?  All right.,0
"All right, I'm outta here! I'm kidding! I'm kidding! So were done then! Almost! But first, we gotta start.",1
"Yes. Great, let's begin.  How's the pressure? Nice! Wow Phoebe you are good! Stating the obvious, but thank you. And it's not weird is it.",1
"Ahh! It wasn't on your list, but hopefully you'll think it's really fun. A scooter! Stick to the list.",0
"So my friend Leonard is gonna take you home. Okay. Let's go, friend Leonard. I'll call ya. So are you a scientist like Howard? No one's a scientist like Howard. My mother is so gonna love her. How nice. Maybe they can carpool when they visit you in federal prison.",1
"They're going to digitally add a supernova.
They say it's the perfect metaphor for my incandescent talent. Right, a ball of hot, flaming gas that collapses upon itself. Excuse me. Oh, it's my assistant, Trevor. Go for Koothrappali. They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",1
"Or pick out his career for him without knowing his aptitude. Or pick out a new breakfast cereal without knowing his fiber requirements. Or his feelings about little marshmallows. Spider-Man. Get him Spider-Man. Amazing Spider-Man, Ultimate Spider-Man, Spectacular Spider-Man, The Marvelous Adventures of Spider-Man, Spider-Man 2099? You know this can go on all night. You know this can go on all night. Why don't you just come with us?",0
"You know, there-there's always WonderCon in Anaheim, you know? That-That's just as good. Excuse me. Oh, guys, this is really sad. And in a different way than it was 20 minutes ago. I can't believe we wasted all that time on our Hulk costumes.",0
"How do you feel? Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours. Okay, so I And protected them from a tornado?",1
"Uh, new salon topic.
What's more important, an idea or its execution? Oh, that's fun. Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",1
"Yeah! Now, why do you want to kill yourself? It's just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist! Chandler?",0
"Hello. Uh, four glasses of water, please. Anything for you guys? Can I use your phone? 
Our car got stolen. Why don't you ask Scotty to beam you up?",1
"Rajesh!
You up?
You ready for breakfast? Oh, boy. Breakfast. Okay, Raj, listen to me.
You need to get out of there. But I have a cream sherry hangover and I smell blintzes. If you don't leave now, she'll use food and guilt to keep you there for the rest of your life. Oh, Howard, stop. Trust me, you're not Jewish. That's how they get you.",0
"Look I drew a sketch of how we are gonna do it ok? Rach, that's you, that's the couch What's that? Oh, that's me. Wow! Certainly think a lot of yourself. No, that's my arm. Oh I see, I thought you just really really liked your new couch.",1
"If I were going to Hawaii, I'd spend all my time at the Keck Observatory.
Did you know that the telescopes there have better resolution than the Hubble? Really?
Want to go to Hawaii? Ladies?
Ladies...
Ladies? Come in. Ladies. What's up? As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",0
"Ah…I do so love beverages. Now I think I'll take my after-dinner walk. Since when do you take after-dinner walks? Yeah, since when do you take walks? I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.",0
"I am so sorry, please stop freaking out. I am not freaking out, why would I be freaking out? A woman named Hildy called and said we will get married, but that happens everyday",1
"Hey you guys, guess what? The British are coming?",1
"Let's try a look .. of far off .. wonderment. Okay, we'll-we'll gaze into our future and we'll think about our marriage and the days to come. Chandler! What is the matter with your face?!",0
"Oh, and there's not even a bathroom on set.
I have to go to the gas station across the street. I mean, I was dressed like half an ape and still not even close to the most disgusting person in there. Leonard, I could use your assistance. Sure. What's up? Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",0
"Okay. So... we went out, saw a movie, met some nice people, said horrible things about each other in public... all in all, a pretty magical night.",1
"Wow, this place is awesome. Where do they keep the Archies? In the bedrooms of ten-year- old girls, where they belong.",1
"No you can't. You don't want to be guys, you'd be all hairy and wouldn't live as long. Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",0
Do you think Penny's mad at me? Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,1
"Hey So how was Joan? Broke up with her Why Don't tell me, because of the big nostril thing? I am telling you, when she leaned back, I could see her brain",1
"Well, I'm just,if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference! Joey, do you have a minute? Dude, what am I gonna Uh, Rachel's here, so good luck man, let me know how it works out.",1
"but since you seem to be okay with the article being canceled, I have a little confession.
I'm the reason it was pulled. What? How? I sent the editors of the magazine a pretty scathing e-mail. Amy, what did you say? I simply pointed out that they would never consider doing an article ranking male scientists on their sexuality, let alone showing them in various stages of undress. Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",0
"Hey who is this Casey? Oh some guy she met in the movies Oh really? What does he want with her? I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that.",1
"You never told me what happened between you and Bernadette. I did a stupid thing. Yeah, I guessed that. It was the kind of thing that makes it kind of hard to face her now.",0
